{
    {0, 49, 242, 205, 90, 32, 52, 45, 249, 36}
    {872, 0, 7, 39, 2, 4, 21, 7, 12, 36}
    {505, 5, 0, 240, 88, 79, 57, 16, 10, 0}
    {98, 0, 532, 0, 79, 177, 75, 17, 21, 1}
    {48, 0, 189, 603, 0, 36, 60, 50, 14, 0}
    {16, 0, 85, 534, 290, 0, 25, 44, 6, 0}
    {50, 5, 128, 172, 223, 387, 0, 11, 23, 1}
    {99, 5, 86, 152, 270, 268, 114, 0, 4, 2}
    {476, 66, 42, 124, 54, 21, 108, 61, 0, 48}
    {130, 250, 13, 144, 27, 46, 51, 34, 305, 0}
}
