{
    {19, 65, 159, 135, 158, 63, 94, 49, 188, 70}
    {47, 14, 64, 70, 38, 56, 260, 76, 98, 277}
    {183, 6, 12, 202, 154, 198, 138, 71, 30, 6}
    {101, 27, 66, 12, 99, 347, 160, 98, 61, 29}
    {170, 43, 147, 103, 12, 130, 134, 201, 38, 22}
    {113, 65, 156, 259, 53, 25, 123, 126, 52, 28}
    {147, 136, 89, 102, 211, 60, 21, 43, 149, 42}
    {216, 60, 86, 171, 156, 198, 25, 8, 27, 53}
    {385, 194, 62, 78, 49, 39, 101, 11, 14, 67}
    {113, 301, 53, 79, 53, 81, 190, 78, 34, 18}
}
